R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51
-0.0017452,-0.03628,0.01703992,,,0.004682168,0.00250251,0.002699,-0.0075472,0.00325225,0.00373134,0.02095808,0.005564521,0.00127812,0.0147,-0.0299488,0.024138,-0.025937,0.019231,-0.0383688,-0.0045558,0.040625,-0.0057692,0.02173913,-0.00506,-0.0117003,-0.0121572,0,-0.0364286,0.0044463,0.098361,0.01930894,-0.003819,0.00196078,0.00452408,-0.0118114,-0.00859,0.01923077,0.00274348,0.09929078,0.00870827,0.00344798,-0.0333083,-0.0031431,-0.0140122,-0.00063,-0.023249527,-0.0347826,0.04484848,-0.01232,
0.01101399,-0.01647,-0.0105314,,,-0.00221169,0.01840272,-0.01009,0.00190114,0.00175593,0.01115242,0.01759531,0.001051408,0.00121497,0.079818,0.01799005,-0.00668,-0.0044619,-0.00943,0.03128747,-0.01246,-0.024024,-0.0072906,-0.027766,-0.01597,0.00502513,-0.0048893,-0.0913043,-0.012865,0.00475342,0.007463,-0.0099701,0.00560307,0.00130463,-0.0473331,0.00619363,-0.00743,-0.009434,-0.002052,-0.0451613,0,-0.0034361,0,0.00800388,0.017294,-0.00447,-0.00166067,-0.027027,0.06960557,-0.01232,
-0.0077814,0.010944,0.01499758,,,0.016545282,0.06515525,0.030518,-0.0032529,-0.0111463,-0.0018382,-0.0072046,0.000497512,-0.0118892,-0.0459,-0.0230164,0.02688,-0.0009157,-0.00952,-0.0252643,-0.0001159,0.01538462,-0.0170863,0.01323996,0.023003,0.00847458,-0.0075019,0.04784689,-0.0109539,-0.0053164,0.007407,-0.0001678,-0.0131965,0.00032573,0.00296626,-0.0259179,0.000397,-0.0095238,-0.0013708,0.02027027,0.01582734,-0.0134471,0.00621762,0.00962464,0.00909091,0.001609,-0.001940671,0.06481481,0.05748373,-0.01232,
0.02823283,0.029106,0.0128694,,,0.019780391,0.01070336,0.016705,0.01903726,0.00272709,-0.0055249,0.03773585,-0.001933808,-0.0011815,-0.11194,0.01077254,0.022975,0.00328011,0.033654,0.0284134,0.01064878,0.01818182,0.01402867,0.02591793,0.007495,-0.0043697,0.00845206,0.09589041,0.01434923,-0.0029786,0.003676,0.03693134,-0.0008915,0.00032563,-0.0110906,-0.0019956,0.005952,0.03365385,0.0164722,0.04966887,0,0.01048493,0.01737899,0.00571973,-0.0078078,0.020106,-0.000416667,0.0173913,-0.0153846,-0.01232,
0.01084746,-0.03656,-0.0098824,,,-0.000687285,-0.0089486,-0.00482,-0.0058714,-0.0073204,0.00962963,0,-0.005757307,0.00507385,0.055728,-0.0265281,0.0086,-0.0047598,-0.00465,0.01212696,-0.007097,-0.0029762,-0.0015038,-0.0147368,0.027336,0.01704929,0.00095785,-0.0208333,0.00649532,0.00286225,-0.04762,0.00048567,0.00208209,0.01009115,-0.005514,0.01088647,0.012505,-0.0046512,-0.0006752,-0.0662461,-0.0028329,0.00302637,0.00088574,0.0056872,-0.0133172,0.029875,0.003195776,-0.0598291,-0.0895833,-0.01232,
0.00804829,0.020048,0.003327,,,-0.001910439,0.00368654,0.01878,0.00134228,0.01598174,0.02677916,0.02727273,-0.003006682,-0.0042275,0.130422,-0.0518417,-0.01139,0.00386473,-0.04439,0.00812669,0.0016397,-0.0149254,-0.001506,0.01495726,-0.02728,0.00912863,-0.0009569,0.00851064,-0.0102146,-0.0086752,-0.015,-0.0454693,-0.0112793,0.00547857,-0.0045109,-0.010989,-0.00261,-0.0443925,-0.0236486,0.02027027,-0.0269886,-0.0452586,-0.0088496,-0.0164939,0.00153374,0.006766,-6.93E-05,0.08181818,0.04576659,-0.01232,
0.01363939,-0.02837,0.03979157,,,0.008345456,-0.0015209,0.006538,0.00080429,-0.0106067,-0.0353698,0.00340368,-0.004858707,0.02948495,-0.04136,0.01384892,0.031359,0.00596728,-0.022,0.00248036,-0.0220767,0.02727273,0.01131222,-0.0002105,0.003289,-0.0238487,0.01293103,0.01265823,0.0106,0.01906179,0.015228,-0.0115274,-0.0003002,0.025,0.00066081,0.02655556,0.023027,-0.0220049,-0.0069204,0,0.01459854,0.01589165,-0.002551,-0.0043124,0.00612557,0.021495,0.000138514,0.00840336,0.02407002,-0.01232,
0.00098457,-0.00066,0.05512528,,,0.007061503,-0.0190404,-0.012,-0.0300027,-0.000636,-0.0111111,-0.0135685,0.010157697,-0.0195921,-0.11262,-0.0001064,-0.01944,-0.0145427,-0.0625,-0.0303093,-0.0250625,-0.0501475,-0.0037286,-0.0021057,-0.01639,-0.025695,-0.0065721,0.02083333,-0.0058975,-0.0125898,-0.00769,-0.0018865,-0.0087087,-0.0569106,-0.0032075,-0.0085507,-0.01109,-0.0625,0.00696864,0.04966887,-0.0143885,0.00711048,-0.0038363,0.00433109,-0.0158295,-0.03118,0.00408559,-0.0166667,0.03098291,-0.01232,
-0.042623,0.03,-0.1865285,,,-0.012139033,0.00621118,0.012222,-0.0196078,-0.00225,-0.0423221,0.01856946,-0.024444444,-0.0137744,-0.07034,-0.0111064,-0.01282,-0.0009709,0.013333,0.01158835,0.01836715,0.01863354,-0.002994,-0.0166702,-0.04175,0.00821444,0.0137547,0.02040816,-0.0181558,-0.0104852,-0.03178,-0.0034364,-0.0030294,-0.0072944,-0.0263108,0.01637555,-0.01581,0.01333333,0.02422145,0.05047319,0.00875912,0.0140323,0.01193838,-0.0076665,0.00371172,-0.02795,-0.013724138,0.03389831,0.01036269,-0.01232,
-0.0582192,-0.00567,0.00583864,,,0.005037399,-0.0044676,0.013538,0.00676056,0,0.05592491,0.04659014,-0.006150342,-0.0173101,-0.08092,0.00251175,-0.00178,0.0106414,-0.00526,0.00294272,0.01018748,0.02439024,0.00750751,-0.0116953,-0.01318,0.0051458,-0.0182864,0.02,0.01374696,-0.0012108,-0.02322,0.02982759,0.02035855,0.01803607,-0.0171073,-0.0119227,-0.00828,-0.0052632,-0.0439189,0.05705706,-0.0086831,-0.0287206,-0.0054548,0.00096572,0.00616333,-0.00962,0.010768478,-0.0327869,-0.014359,-0.01232,
-0.094,-0.0447,-0.0712401,,,-0.036603888,-0.014114,-0.04874,-0.0567991,-0.0192023,0.03296296,-0.1477419,-0.008709603,-0.0108265,-0.12294,-0.0579477,-0.09399,-0.0104813,-0.10582,-0.0878131,-0.032652,-0.0892857,-0.0302534,-0.085767,-0.07199,-0.0273038,-0.018627,0.01960784,-0.0351214,-0.0180941,-0.01639,-0.1108321,-0.0399047,-0.0669291,-0.056962,-0.0367431,-0.02287,-0.1058201,-0.0848057,-0.0284091,-0.0277372,-0.0581541,-0.034949,-0.0583695,-0.0122511,-0.03855,-0.021722587,-0.1271186,-0.0072841,-0.01232,
0.06562312,0.036882,0.08920455,,,0.038231121,0.01022013,0.038121,0.02966479,0.04477681,0.0627465,0.10219531,0.017861272,0.02251688,0.077331,0.05946049,0.048513,-0.0058306,0.06213,0.08075818,0.04681596,0.06535948,0.01121869,0.08193801,0.059976,0.02622807,0.0194435,-0.0576923,0.00907923,0.01965602,0.014167,0.08510638,0.02326303,0.0443038,0.04897232,-0.0001129,0.020222,0.06213018,0.06177606,0,-0.009009,0.00903815,0.03092784,0.05122951,0.00313178,0.023416,0.018386253,0.04854369,0.02830189,-0.01232,
0.09227872,0.034798,0.05998957,,,0.006909119,0.02101167,0.026193,0.02621723,-0.019695,-0.0219298,0.03021978,0.035833949,0.03423398,0.138826,0.03661467,0.049105,0.01852304,0.08078,0.04241071,0.02658031,0.05828221,0.01823708,0.04050049,0.011316,0.01205231,0.02533461,0.03673469,0.04022186,0.00662651,-0.053,0.04407427,0.01758109,0.04242424,0.03628911,0.03848758,0.013175,0.08077994,0.08727273,0,0.08181818,0.0082029,0.03461538,0.04605263,0.01635189,0.01635,0.055482258,0.12037037,0.02038736,-0.01232,
0.05534483,0.016929,0.04478346,,,0.037475494,0.01981707,0.005326,0.03453116,-0.00678,-0.006554,0.07066667,0.019736842,0.01717351,0.000832,0.02947485,-0.03452,-0.0067179,0.14433,0.06230244,0.02099634,0.05797101,0.01791045,-0.046097,0.062477,0.02871622,0.0065035,0.00393701,0.00679332,0.02333333,-0.03905,0.05983048,0.01102175,0.03682171,0.01890797,0.03390936,0.009498,0.1443299,0.06020067,0.00292398,0.07422969,-0.0020574,0.02106568,0.01607268,-0.0118613,0.024106,0.009539474,0.32231405,0.03396603,-0.01232,
0.00506453,0.010101,-0.0122468,,,-0.046660368,-0.0016966,0.016282,-0.009498,-0.0005251,0.03993056,-0.0298879,0,0.00466166,-0.13327,-0.0015794,0.036095,-0.0110628,-0.03829,-0.0353235,-0.0141859,0.03561644,-0.0076246,0.0526374,-0.01668,0.02003284,0.01435883,0,0.01290652,0.00409944,-0.0474,-0.0119178,0.00648203,0.02180685,-0.0096573,0.00914538,0.00582,-0.0382883,-0.0094637,0,-0.0247718,0.02895699,0.01334951,-0.0091701,-0.0147738,-0.00377,0.003649397,-0.175,-0.0144928,-0.01232,
0.00211313,-0.02782,0.00572246,,,0.002515819,-0.0122405,0.01637,-0.0016438,0.02620037,0.02671119,0.04621309,0.014301075,-0.0214304,0.062883,-0.0272626,0.009772,0.00346832,-0.03981,-0.0101493,-0.0253089,0.03968254,-0.0069444,0.0085093,0.021242,-0.0469253,-0.0073746,0.04313725,-0.0317583,-0.011689,0.052607,0.00841136,-0.0081967,0.02713415,0.00956023,-0.0414583,-0.00095,-0.0398126,0.00636943,-0.0204082,-0.0093583,-0.0490893,0.01173653,0.00763535,0.01030928,-0.01979,-0.001233686,-0.1969697,0.05882353,-0.01232,
0.01849148,0.009079,0.00094832,,,-0.001444867,-0.0025618,-0.03485,0.00987925,-0.0339455,-0.0058537,-0.0171779,0.024011449,0,-0.17749,0.01730044,0.045548,0.00282348,0.02439,-0.0027141,-0.0042297,-0.0229008,0.00714179,-0.0083333,0.028142,-0.0034625,-0.0063483,0.07142857,0.02004,0.00947004,-0.06574,-0.0048788,0.01564345,0.01098249,-0.0053977,-0.0155401,0.007741,0.02439024,0.00632911,0.01785714,0.03238866,0.02672158,-0.0150331,0.01033295,0.01422387,-0.00966,-0.010466779,-0.0660377,-0.0296296,-0.01232,
0.01927058,0.01139,-0.0066319,,,0.025131369,0.01094225,0.014733,0.04130435,0.00919355,-0.0009814,1.02871411,-0.013044153,0.02337386,-0.17982,0.02904663,0.001296,0.0242233,0.02619,-0.0162282,0.01736111,0,0.01935293,0.02720588,0.00153,0.0220339,0.0162037,-0.0877193,0.0085879,0.00992411,0.021687,0.02989087,0.00087184,0.01879037,0.01494811,0.02660338,0.009559,0.02619048,0.01572327,-0.0438596,0.01176471,0.03143657,0.00709049,0.01068182,0.02560976,0.0000976,0.027527758,-0.0808081,0.04389313,-0.01232,
0.009375,0.002309,-0.0052456,,,-0.013074809,0.00120265,-0.00088,0.0151357,0.00461198,0,0.03938462,0.00482509,-0.017776,0.014973,0.00846141,0.002296,-0.0122281,-0.0348,0.01444672,0.00138794,-0.0572917,0.00144928,-0.0229062,0.011204,0.00157546,-0.0095216,0.03076923,-0.0015163,0,-0.04717,-0.0087531,-0.0159698,0.00115274,0.02992495,-0.0105376,-0.00032,-0.0348028,-0.0216718,-0.0122324,0.00904393,0.03825631,0.00238663,-0.0128176,-0.0068371,0.019363,-0.021675192,0.01098901,-0.0740402,-0.01232,
-0.0402477,-5.60E-05,0.03739214,,,0.026496048,-0.022973,0.012709,-0.0195373,-2.27E-05,0.04125737,-0.0071048,0.001983402,0.00238884,-0.03899,-0.0449018,0.002137,-0.0106041,0.028846,0.01373599,0.01361023,-0.0552486,-0.0041968,0.00470958,0.004365,-0.0479344,-0.0009659,-0.0261194,-0.0109809,0.00230058,-0.02822,0.0091402,-0.0002951,-0.0048935,-0.0272338,-0.0043469,0.019133,0.02884615,0.01898734,-0.0557276,-0.0256082,0.00243902,-0.0011905,-0.0045558,-0.0181981,-0.00569,0.013005686,0,0.04146101,-0.01232,
0.01145161,0.016854,0.03512015,,,0.006159713,-0.0016828,-0.01991,-0.0131096,0.01356818,-0.0352201,-0.0232558,0.001562744,0.00334847,-0.13377,0.02172197,-0.00333,-0.0048497,-0.06776,-0.019727,-0.0118695,-0.005848,-0.008865,-0.0125,-0.01655,0.00173913,-0.0101289,-0.0689655,-0.0069688,-0.00921,-0.04738,-0.0525023,0.00236128,0.01012439,0.01872659,0.01942807,0.015086,-0.067757,-0.0062112,-0.0229508,0,0.02537365,-0.0184744,0.00434783,-0.0092068,0.000385,-0.019290323,0,-0.0701422,-0.01232,
0.03013873,0.015414,0.05223214,,,-0.019021937,0.01904234,0.01729,0.00265675,-0.0044173,0.06877445,0.01343101,0.010974151,0.00419416,0.075949,0.03775106,0.003401,0.0497076,0.070175,-0.0181929,0.00610247,0.03235294,-0.0054252,0.02109705,0.024983,0.03125,0.00790698,0,0.01387677,0.01233986,-0.04759,0.03515878,0.00706714,-0.0071592,-0.0036765,0.02569593,0.013229,0.07017544,-0.00625,-0.0973154,0.02759527,0.0220339,0.019915,0.02711324,0.03569231,-0.00904,0.023419512,0,-0.1457696,-0.01232,
0.00634675,-0.01796,0.06024608,,,0.002971768,0.00155595,-0.00359,-0.063858,0.01351351,-0.0555047,0.00572289,-0.049387797,-0.0137874,0.000294,-0.0380931,0.019233,0.03082637,-0.07026,-0.0080745,-0.0063135,0,0.00280112,0.00568182,0.011938,-0.0117845,-0.0170743,-0.1358025,-0.0074691,-0.0035706,-0.137,-0.0043825,0.0005848,0.00374964,-0.0590406,-0.0430063,0.010467,-0.0702576,-0.0125786,0.05204461,0.00895141,-0.0480929,0.00178593,0.00088731,0.00237671,-0.00437,-0.000964196,0,-0.0429594,-0.01232,
0.00061529,0.00615,-0.2404962,,,-0.045185185,0.0162593,0.015786,-0.0082083,0.00668889,-0.0445593,0.01826894,-0.012880182,-0.0001822,-0.14202,0.03633794,-0.00987,-4.50E-05,-0.04534,-0.0188896,0.00319949,0.02279202,-0.008968,-0.0158192,0.018515,0.01345826,-0.0215728,0.12380952,-0.0047279,0.00865551,0.052049,0.02672536,0.01899474,-0.0014368,0.01009804,0.00665358,-0.00534,-0.0453401,0.01592357,0.13780919,0.04055767,0.01297909,0.01402425,0.01174645,-0.0020747,0.020331,0.014026509,-0.0108696,0.0436409,-0.01232,
-0.0150653,0.013822,-0.0410959,,,0.00155159,-0.0108121,0.005317,-0.015411,0.0189179,0.00270362,-0.0470588,0.003673246,0.00810725,-0.01542,0.01129833,-0.00909,0.0053146,0.007916,0.01021168,0.00045238,0.00278552,-0.0090491,0.01774345,0.001126,-0.0149605,-0.0038387,-0.0635593,-0.0103717,0.00423341,0,-0.009187,0.00745627,0.00805755,0.0132971,0.03803229,-0.01986,0.00791557,0,0.01863354,-0.001218,-0.0067074,0.00328176,-0.0186199,0.00980101,-0.02733,0.021510152,-0.010989,-0.0776583,-0.01232,
0.01201811,-0.01314,-0.0098901,,,0.004725019,0.00075019,0.023768,-0.0072464,-0.0134105,-0.016178,-0.0691358,0.003113563,0.00299694,0.016359,-0.000931,0.05,0.01666592,-0.01832,-0.0270612,0.00784527,-0.0388889,0.00808383,-0.0052302,-0.00466,0.02807167,0.00626189,0.01809955,0.01444058,0.01161559,-0.04762,0.04759697,-0.019072,0.01912646,0.04214559,0.01440501,0.003676,-0.0183246,0.05642633,0,-0.0097561,0.01298589,0.01401869,0.00535714,0.00705882,0.030998,-0.02447357,0,0.05181347,-0.01232,
0.01341764,0.004348,0.02497225,,,-0.022126282,0.00749625,0.016299,0.00175182,-0.0047871,0.0061665,0.00895225,-0.002395992,0.03322823,-0.01575,0.00825835,0.016667,-0.0040541,-0.09333,-0.0091991,-0.0082441,-0.0289017,0.004752,-0.0185567,-0.00791,-0.0024898,0.00047869,0.06666667,0.01971609,-0.0117075,-0.02338,-0.020062,-0.0011608,-0.0383754,-0.0698529,-0.0098786,-0.00178,-0.0933333,-0.0474777,0.02439024,-0.0172414,-0.007948,0.01048387,-0.000444,0.01051402,0.000619,-0.008277619,-0.0111111,0.05418719,-0.01232,
0.02587125,-0.01129,0.00974553,,,0.006937874,0.00520833,-0.00622,-0.022151,0.01500408,-0.0279196,0.01873151,0.015720524,0.01289001,0.016701,0.00643784,0.006307,-0.0014601,0.020588,0.0332059,-0.0036191,-0.0386905,0.00546852,-0.0063025,0.000814,0.01156502,-0.0042343,0.05416667,0.01701469,0.02519088,-0.04721,0.03356917,0.00697269,0.01864259,-0.0395257,-0.0443775,0.004367,0.02058824,0,0.07738095,0.0112782,0.01145762,0.00855091,-0.0015549,-0.0112717,0.004762,0.008539326,0.01123596,-0.0654206,-0.01232,
-0.0364931,-0.0066,-0.0021448,,,-0.020043846,-0.0044412,0.002756,0.00864382,0.02345601,0.02276708,-0.033871,-0.000483663,-0.0200574,-0.0024,-0.0144716,-0.00056,0.00137363,-0.00058,-0.0266413,-0.0083882,0.01547988,0.00602675,0.03361522,0.002439,-0.0318309,-0.0106909,-0.0474308,-0.0440684,-0.0042352,-0.04745,-0.0371395,-0.0175995,0.0077209,-0.0039095,0.01348559,-0.00338,-0.0005764,-0.0155763,-0.0469613,-0.0148699,-0.016864,-0.0210265,-0.0086763,-0.0090617,-0.00498,-0.007639419,-0.0111111,-0.03125,-0.01232,
0.01185527,-0.01797,0.02095648,,,0.025806967,0.00684015,-0.03645,-0.0047281,0.00172048,-0.0027397,-0.0200334,-0.00645196,0.01021932,0.036021,0.00379153,0.012371,-0.0132307,0.009227,0.05126534,0.00800128,0.00304878,-0.0092051,0.01217018,0.002433,0.00178405,0.00257413,0.09958506,-0.0037787,0.00301966,-0.04762,0.03857208,0.00176211,0.01447219,-0.0198306,-0.0383088,-0.013,0.00922722,0.01265823,0.06956522,0.00251572,0.01386121,-0.0002309,0.00852783,-0.0028761,0.000429,0.00269438,0.01123596,0.06064516,-0.01232,
-0.0095861,0.028351,-0.0036842,,,-0.013630345,-0.0036405,0.000461,-0.0002969,-0.0143551,0.03021978,0.00340716,0.006547973,-0.0058116,-0.06291,-0.0652689,-0.00744,0.00542601,-0.04686,-0.0220064,-0.0047581,-0.0182371,0.00073735,-0.0189957,-0.01246,-0.004325,-0.0009447,-0.0377358,0.00654795,0.00445186,-0.04692,-0.151471,-0.0061566,-0.0145455,-0.0584826,0.02878822,-0.01131,-0.0468571,0.0125,-0.0460705,-0.0313676,-0.0582757,0.0035805,-0.0044504,-0.0027365,-0.01828,-0.005822137,0,-0.0072993,-0.01232,
-0.0013827,-0.00436,0.04120444,,,0.007422615,0.00957555,0.007153,0.01395901,-0.0125419,-0.0333333,-0.0054329,-0.027473118,-0.0131051,0.036042,0.00065066,0.011558,0.00802819,0.019185,0.0035918,0.00066179,0.0123839,0.00501032,0.0185395,-0.01671,0.01413849,-0.0035397,-0.054902,-0.0050377,-0.0065319,-0.04762,-0.048747,0.00147493,-0.0229918,0.01622832,-0.0345987,0.018408,0.01918465,-0.0617284,0.05113636,0.00906736,-0.0361129,-0.023478,-0.0136343,0.00207654,0.020369,-0.002316751,0.02222222,-0.0196078,-0.01232,
0.00384615,0.026192,0.00710299,,,-0.010895125,-0.0016077,-0.01149,-0.0082015,-0.0182785,-0.0082759,-0.0242404,0.010945879,-0.0014623,-0.02012,0.01368925,-0.00215,-0.0292022,-0.00059,-0.0147368,-0.0040593,-0.0214067,-0.005132,-0.0312468,0.000667,0.02334761,-0.0121655,0.01659751,-0.0132361,-0.0033125,-0.04746,0.00505233,-0.0044183,0.01220221,0.00660793,-0.085496,0.002969,-0.0005882,0.00986842,-0.0351351,-0.0693196,-0.0275817,-0.0015321,0.00158622,-0.0186501,0.000618,-0.008514481,0.0326087,0.01,-0.01232,
-0.0035249,0.005678,-0.0498741,,,-0.00950947,-0.0120588,0.000994,-0.0082693,0.02079357,-0.0278164,-0.0094472,-0.010280527,-0.0014941,-0.10825,0.02228224,-0.00986,0.01180438,-0.0518,-0.0003205,-0.0004809,-0.003125,0.00810612,0.01878914,-0.00766,0.0018055,0.00492611,0.08163265,-0.0004444,0.00141557,-0.04715,0.00825853,-0.006213,-0.0243972,0.04606127,-0.007371,-0.01063,-0.0517952,-0.0162866,-0.047619,0.00827586,0.00677638,0.00590179,0.00226244,0.00452489,-0.00717,0.00455403,-0.0631579,-0.0210396,-0.01232,
0.0135343,-0.00419,-0.0344645,,,-0.01112089,-0.0041679,0.001884,-0.0339488,-0.0082176,-0.0046495,0.01907453,-0.016299243,0.00585185,0.009758,-0.0074637,0.003898,-0.0197748,0.070143,-0.0413594,0.01578447,0.03448276,-0.0159357,-0.0256148,0.029871,-0.0238388,-0.0122304,-0.0528302,-0.0153597,-0.0071516,-0.04762,0.0090812,-0.021435,0.0914975,0.12331346,0.01794554,-0.01007,0.07014277,0.03642384,0.05882353,0.02051984,0.00769231,-0.0100915,-0.0022573,-0.0174174,0.004689,-0.019493556,-0.011236,0.03666245,-0.01232,
0.00986343,0.048218,0.00274574,,,-0.008090615,0.01254858,-0.01689,-0.0030826,-0.0004384,0.01185771,0.02183709,0.015221299,-0.0013992,-0.04909,0.00153058,0.011123,0.01098295,0.022042,0.00312152,0.01083684,-0.0212121,0.00935968,0.01997897,-0.00293,0.00872776,0.00461527,0.02390438,-0.001642,-0.0045076,-0.04706,0.00776425,0.00578035,0.02668464,0.01731844,-0.0297872,0.015058,0.02204176,-0.0095847,0,-0.0603217,-0.0033397,0.01066856,-0.0042986,0.01772616,0.02,0.005416116,0.01136364,0,-0.01232,
0.00751315,-0.04162,-0.0120482,,,-0.001468189,0.01749349,0.008678,0.01669759,0.03769654,-0.0731534,-0.0322252,0.013665284,0.01623894,0.055285,0.04186047,-0.02319,-0.0045455,-0.02384,-0.0697933,0.02299197,0.02786378,0.01089196,-0.0472165,0.013074,0.00815308,0.00496456,-0.0428016,0.02878289,0.02013013,-0.04733,0.00140081,0.01814882,-0.0047256,-0.0097016,-0.0601504,-0.00851,-0.0238365,0.01612903,0,0.01997147,0.03542365,-0.0064509,0.01204272,0.0048048,0.031793,0.015700959,0,-0.002439,-0.01232,
0.00909769,-0.00021,0.10421286,,,0.009720634,-0.000798,0.010707,-0.0109489,-0.0046492,0.01915709,0.02243253,0.015063858,0.02028998,-0.0235,-0.0043048,-0.00374,0.00182648,-0.07616,-0.0052569,0.02318404,0,0.00174723,0.01384982,0.007098,-0.0065192,-0.014943,0,0.02705835,0.00853375,-0.04752,0.00542053,0.00742721,-0.0345555,0.04112754,0.0052,-1.90E-05,-0.0761628,0.01904762,-0.0444444,0.01678322,0.00342117,-0.0055483,0.00606197,-0.0008966,0.018823,-0.012418343,0.03370787,-0.0415648,-0.01232,
0.04197458,-0.01607,-0.0396586,,,0.024997978,0.01859314,0.007199,0.00861009,0.00212314,-0.0387218,-0.0222832,0.008710614,-0.0020342,0.011834,-0.0091593,0.004262,0.00720146,-0.10636,0.00744655,0.00233408,0.03012048,0.00218023,0.00320171,0.012814,0.01046599,-0.0053892,-0.004065,0.00431957,0.00604396,-0.04762,-0.0154783,0.01415512,0.01092896,0.11122947,0.05849582,-0.00306,-0.1063562,0.02180685,0.00290698,0.02475928,-0.0083856,0.03964862,0.0207543,-0.0026922,-0.01985,0.011199162,-0.0217391,0.06887755,-0.01232,
0.00794326,-0.03011,0.02561422,,,-0.006314128,0.00213828,0.01382,0.00182927,0.0067161,-0.0019554,0.0101683,-0.012846482,0.00238041,0.022222,-0.0505511,0.004044,-0.0133496,0.021127,0.00858369,-0.0151628,0.00584795,0.00768673,0.03180851,0.000158,-0.0009042,0.00205699,0.04489796,-0.0080595,0.00196614,-0.04762,0.03144321,0.00029078,0.14351351,0.01445918,-0.0269424,0.025507,0.02112676,-0.0213415,0.04637681,-0.0241611,0.00269492,-0.0066225,-0.0026235,-0.0026995,-0.01491,6.48E-05,0.01111111,-0.0584726,-0.01232,
-0.01745,-0.01414,0.11111111,,,-0.008737093,0.00341394,0.009389,-0.016129,0.00723951,-0.0011755,0.0399167,-0.013769642,0.00393897,-0.03166,-0.0466383,0.043458,0.00720084,0.026897,-0.0638298,0.03433384,0.02325581,0.02417962,-0.0308279,0.015338,-0.0126707,0.00683423,-0.0234375,0.0171875,-0.0080726,-0.02875,-0.0308272,-0.0031977,-0.004018,0.00795338,0.03541533,-0.03283,0.02689655,-0.0093458,0,0.00962861,-0.0156627,-0.0267816,0.00569925,-0.001203,0.020192,-0.003885759,-0.010989,0.05196451,-0.01232,
0.074334,0.051371,-0.056422,,,0.024679487,0.00652112,0.002979,0.0392824,0.00747999,0.00039231,0.00801068,0.02173675,0.05949008,-0.02796,-0.037529,0.047328,-0.0253188,0.007388,0.01262626,0.00835073,0.02272727,0.01714446,0.0106383,0.006853,0.01666667,-0.0079067,0.016,0.00230415,0.01110568,-0.04762,0.02721329,0.00612423,-0.0930233,-0.0154688,-0.0597015,0.007547,0.00738751,-0.0188679,-0.0443213,0.01634877,-0.0112984,-0.0125192,0.01002616,-0.0177657,0.027953,-0.01046746,0.01111111,-0.0024096,-0.01232,
-0.0374617,-0.01837,-0.0170151,,,0.002189553,0.00577465,0.011336,-0.0119048,-0.0066156,0.00980392,-0.0397351,0.018112641,-0.0034759,0.052674,0.01283668,-0.00293,-0.0174734,0.000667,-0.0041147,-0.0169669,0,-0.0055264,-0.0184211,0.005568,0.02295082,-0.0064911,0.04330709,0.01923372,0.0026087,-0.03514,-0.0230518,0.0026087,-0.1206175,0.01737819,0.03161376,-0.03182,0.00066667,0.04487179,0.04637681,0.00938338,-0.0056185,0.00023921,-0.0030211,-0.0266708,0.004649,-0.011826544,0.01098901,-0.0072464,-0.01232,
-0.0475069,0.040917,-0.0089021,,,-0.038701623,0.00756897,0.000538,-0.0409639,0.0225261,-0.008932,0.03448276,-0.010421601,0.00992756,0.016551,0.01278388,-0.00391,0.00618165,-0.01732,0.01414799,0.00042123,0.03611111,-0.019172,0.030563,0.022766,0.03814103,0.01856617,-0.0754717,0.02247951,0.01919449,-0.04762,0.00369783,0.02341717,5.78399286,0.01786132,0.03859469,0.021257,-0.0173218,0.03680982,0.10249307,0.03320053,0.01321586,0.04555781,-0.0077922,0.0192126,-0.02554,0.001196809,-0.0108696,0.01459854,-0.01232,
-0.0014541,0.006702,-0.0309381,,,0.001866883,0.0115913,0.006181,-0.0012563,0.01227056,-0.0336991,0,0.02143503,-0.0249734,-0.05036,-0.0023147,0.004355,-0.0143667,0.00678,0.03604938,-0.0119578,0.02949062,0.00283286,-0.0317378,-0.02316,-0.0034733,-0.0016841,-0.0816327,-0.0151838,-0.0160089,-0.02941,-0.0380702,0.00254237,-0.0175869,-0.0030651,-0.0592593,-0.00362,0.00677966,0.00295858,-0.0226131,-0.066838,-0.0138941,-0.0227585,-0.0050175,-0.0033993,0.002733,-0.01700093,0.02197802,-0.0047962,-0.01232,
-0.0286879,0.002113,0.08032956,,,-0.00502309,-0.0215499,-0.00065,-0.0572327,2.02E-05,0.01581509,0.04633333,0.045615497,0.00235695,-0.02632,-0.0081566,-0.00253,-0.000959,-0.06128,-0.0128694,0.00378203,-0.0598958,-0.0028249,0.00290167,0.017552,-0.0194408,-0.0083106,0.08888889,-0.0002613,-5.95E-05,-0.0303,-0.0355645,0.00619893,0.00446429,-0.0102229,0.00262467,0.008611,-0.0612795,-0.0560472,-0.0231362,-0.0316804,-0.0049842,-0.0257461,-0.0002193,-0.0055349,0.011304,-0.010876909,-0.0322581,0,-0.01232,
